url,ticker,ano,trimestre,tipo,arquivo
https://ri.animaeducacao.com.br/listresultados.aspx?idCanal=PpIsKQGpxHMOqAu5XCUCKQ==&linguagem=pt,ANIM3,2019,1T,release,c:\Users\55859\value-factor-model-ibrx100\pdfs_coletados\ANIM3\2019\1T\ANIM3_2019_1T_release.pdf
